date,open,high,low,close,volume
2021-01-04T14:30:00.000Z,181.96,182.32,181.64,182.165,22463.0
2021-01-04T15:00:00.000Z,182.21,182.38,180.995,181.45,8594.0
2021-01-04T15:30:00.000Z,181.45,182.32,181.435,182.265,4506.0
2021-01-04T16:00:00.000Z,182.255,182.32,181.74,182.105,3671.0
2021-01-04T16:30:00.000Z,182.085,182.15,181.88,181.98,2490.0
2021-01-04T17:00:00.000Z,181.98,182.11,181.27,181.755,3854.0
2021-01-04T17:30:00.000Z,181.64,181.71,181.32,181.71,1886.0
2021-01-04T18:00:00.000Z,181.7,182.23,181.59,182.18,2397.0
2021-01-04T18:30:00.000Z,182.175,182.32,182.025,182.295,5900.0
2021-01-04T19:00:00.000Z,182.335,182.335,181.925,182.01,4545.0
2021-01-04T19:30:00.000Z,182.005,182.195,181.93,182.18,3840.0
2021-01-04T20:00:00.000Z,182.185,182.19,182.035,182.095,6259.0
2021-01-04T20:30:00.000Z,182.08,182.37,182.05,182.285,19533.0
2021-01-04T21:00:00.000Z,182.285,182.285,182.285,182.285,0.0
2021-01-05T14:30:00.000Z,182.835,182.86,182.065,182.455,14722.0
2021-01-05T15:00:00.000Z,182.31,182.68,181.86,182.595,14652.0
2021-01-05T15:30:00.000Z,182.565,182.77,182.32,182.32,5014.0
2021-01-05T16:00:00.000Z,182.32,182.715,182.32,182.685,3782.0
2021-01-05T16:30:00.000Z,182.685,183.06,182.64,182.98,12804.0
2021-01-05T17:00:00.000Z,182.985,183.08,182.68,182.855,1104.0
2021-01-05T17:30:00.000Z,182.85,182.96,182.75,182.9,819.0
2021-01-05T18:00:00.000Z,182.9,183.09,182.85,183.03,857.0
2021-01-05T18:30:00.000Z,183.03,183.06,182.795,183.02,2543.0
2021-01-05T19:00:00.000Z,183.025,183.15,182.935,183.15,2860.0
2021-01-05T19:30:00.000Z,183.16,183.195,182.905,183.02,1191.0
2021-01-05T20:00:00.000Z,183.025,183.1,182.8,182.81,531.0
2021-01-05T20:30:00.000Z,182.835,182.95,182.7,182.83,6802.0
2021-01-05T21:00:00.000Z,182.83,182.83,182.83,182.83,0.0
2021-01-06T14:30:00.000Z,181.5,181.545,180.76,181.265,14848.0
2021-01-06T15:00:00.000Z,181.24,181.33,180.29,180.38,10361.0
2021-01-06T15:30:00.000Z,180.41,180.5,178.625,179.105,16966.0
2021-01-06T16:00:00.000Z,179.09,179.1,178.26,178.775,9667.0
2021-01-06T16:30:00.000Z,178.77,178.98,178.35,178.9,6998.0
2021-01-06T17:00:00.000Z,178.885,178.92,178.54,178.59,6564.0
2021-01-06T17:30:00.000Z,178.595,178.92,178.45,178.91,2417.0
2021-01-06T18:00:00.000Z,178.93,178.93,178.77,178.9,3100.0
2021-01-06T18:30:00.000Z,178.9,179.28,178.79,179.27,3197.0
2021-01-06T19:00:00.000Z,179.255,179.62,179.025,179.505,7820.0
2021-01-06T19:30:00.000Z,179.485,180.2,179.455,179.97,6766.0
2021-01-06T20:00:00.000Z,179.95,180.49,179.9,180.39,4719.0
2021-01-06T20:30:00.000Z,180.39,180.41,179.655,179.97,15792.0
2021-01-06T21:00:00.000Z,179.97,179.97,179.97,179.97,0.0
2021-01-07T14:30:00.000Z,179.68,179.9,178.87,179.075,8601.0
2021-01-07T15:00:00.000Z,179.13,179.87,179.13,179.375,3715.0
2021-01-07T15:30:00.000Z,179.385,179.73,179.245,179.51,1785.0
2021-01-07T16:00:00.000Z,179.51,179.895,179.47,179.57,3121.0
2021-01-07T16:30:00.000Z,179.57,179.64,179.36,179.44,6309.0
2021-01-07T17:00:00.000Z,179.44,179.47,179.065,179.085,1205.0
2021-01-07T17:30:00.000Z,179.08,179.425,179.075,179.25,3590.0
2021-01-07T18:00:00.000Z,179.25,179.515,179.18,179.41,2218.0
2021-01-07T18:30:00.000Z,179.44,179.73,179.39,179.685,763.0
2021-01-07T19:00:00.000Z,179.685,179.76,179.56,179.67,2420.0
2021-01-07T19:30:00.000Z,179.68,179.88,179.67,179.825,967.0
2021-01-07T20:00:00.000Z,179.845,179.91,179.545,179.67,9247.0
2021-01-07T20:30:00.000Z,179.65,179.66,179.425,179.46,2836.0
2021-01-07T21:00:00.000Z,179.46,179.46,179.46,179.46,0.0
2021-01-08T14:30:00.000Z,176.87,176.975,174.22,174.89,17052.0
2021-01-08T15:00:00.000Z,174.62,174.95,173.46,174.08,19271.0
2021-01-08T15:30:00.000Z,174.08,174.81,174.08,174.705,8974.0
2021-01-08T16:00:00.000Z,174.68,174.93,173.75,174.28,7330.0
2021-01-08T16:30:00.000Z,174.28,174.66,174.025,174.025,4130.0
2021-01-08T17:00:00.000Z,173.98,174.15,172.81,172.92,11232.0
2021-01-08T17:30:00.000Z,172.88,173.2,172.55,172.955,4546.0
2021-01-08T18:00:00.000Z,173.005,173.11,171.525,172.195,15139.0
2021-01-08T18:30:00.000Z,172.17,172.58,171.92,172.41,11747.0
2021-01-08T19:00:00.000Z,172.405,172.935,172.34,172.77,18421.0
2021-01-08T19:30:00.000Z,172.785,173.265,172.785,173.265,18684.0
2021-01-08T20:00:00.000Z,173.08,173.29,173.01,173.175,16292.0
2021-01-08T20:30:00.000Z,173.18,173.46,173.09,173.27,20808.0
2021-01-08T21:00:00.000Z,173.27,173.27,173.27,173.27,0.0
2021-01-11T14:30:00.000Z,172.115,172.84,172.005,172.8,23298.0
2021-01-11T15:00:00.000Z,172.7,173.545,172.7,173.325,17252.0
2021-01-11T15:30:00.000Z,173.32,173.565,173.1,173.4,6694.0
2021-01-11T16:00:00.000Z,173.395,173.58,173.21,173.535,11338.0
2021-01-11T16:30:00.000Z,173.52,173.54,173.025,173.445,10083.0
2021-01-11T17:00:00.000Z,173.45,173.51,173.24,173.4,3562.0
2021-01-11T17:30:00.000Z,173.405,173.5,173.31,173.375,9305.0
2021-01-11T18:00:00.000Z,173.37,173.675,173.355,173.575,7933.0
2021-01-11T18:30:00.000Z,173.58,173.645,173.12,173.215,9508.0
2021-01-11T19:00:00.000Z,173.22,173.415,173.195,173.29,2817.0
2021-01-11T19:30:00.000Z,173.29,173.39,173.185,173.215,5670.0
2021-01-11T20:00:00.000Z,173.205,173.255,172.985,173.035,8656.0
2021-01-11T20:30:00.000Z,173.05,173.24,172.98,173.005,18053.0
2021-01-11T21:00:00.000Z,173.005,173.005,173.005,173.005,0.0
2021-01-12T14:30:00.000Z,173.12,173.325,172.59,172.74,18250.0
2021-01-12T15:00:00.000Z,172.68,173.17,172.46,172.965,9091.0
2021-01-12T15:30:00.000Z,172.995,173.125,172.73,172.75,3845.0
2021-01-12T16:00:00.000Z,172.735,173.17,172.735,172.945,12705.0
2021-01-12T16:30:00.000Z,172.94,173.005,172.65,172.885,13103.0
2021-01-12T17:00:00.000Z,172.885,172.895,172.435,172.58,15990.0
2021-01-12T17:30:00.000Z,172.585,172.66,172.33,172.5,2270.0
2021-01-12T18:00:00.000Z,172.5,173.0,172.49,172.915,1709.0
2021-01-12T18:30:00.000Z,172.915,173.44,172.905,173.22,2290.0
2021-01-12T19:00:00.000Z,173.225,173.825,173.19,173.775,1191.0
2021-01-12T19:30:00.000Z,173.785,174.16,173.7,173.875,1798.0
2021-01-12T20:00:00.000Z,173.875,174.085,173.7,173.99,2307.0
